day,month,fav_count,retweet_count,tweet_count
15,07-2016,6799,0,3
13,07-2016,3842,0,1
12,07-2016,3672,0,2
10,07-2016,15105,0,2
9,07-2016,5648,1,1
8,07-2016,11514,0,1
7,07-2016,17434,0,3
6,07-2016,21045,0,3
3,07-2016,15141,0,2
2,07-2016,7309,0,1
1,07-2016,9414,0,2
30,06-2016,26501,0,1
24,06-2016,9155,0,2
23,06-2016,3266,0,1
22,06-2016,3927,0,2
21,06-2016,6506,0,1
20,06-2016,5719,0,2
19,06-2016,15104,0,5
18,06-2016,12199,0,2
17,06-2016,5475,0,2
16,06-2016,4239,0,1
15,06-2016,14535,0,1
12,06-2016,30404,0,1
8,06-2016,1834,1,1
6,06-2016,2333,0,1
5,06-2016,3916,0,1
4,06-2016,19167,0,1
3,06-2016,6153,0,1
2,06-2016,12872,0,3
1,06-2016,17608,0,2
27,05-2016,2561,0,1
26,05-2016,2936,0,1
23,05-2016,9008,0,1
20,05-2016,4867,0,2
17,05-2016,2678,0,1
14,05-2016,3321,0,1
8,05-2016,18826,0,1
5,05-2016,4898,0,1
2,05-2016,6347,0,1
1,05-2016,7705,0,2
30,04-2016,10077,0,2
27,04-2016,5272,0,1
26,04-2016,9140,0,1
24,04-2016,13727,0,1
22,04-2016,8829,0,1
20,04-2016,22936,0,15
19,04-2016,5652,0,1
18,04-2016,9801,0,2
15,04-2016,20882,0,6
14,04-2016,50895,0,15
13,04-2016,24998,0,8
12,04-2016,14586,0,7
11,04-2016,27843,0,6
10,04-2016,18270,0,2
9,04-2016,3374,0,1
8,04-2016,36754,0,25
5,04-2016,5407,0,1
3,04-2016,39132,0,2
1,04-2016,9887,0,1
31,03-2016,23457,0,2
30,03-2016,7313,0,1
29,03-2016,0,1,0
28,03-2016,15298,0,2
27,03-2016,46479,0,2
26,03-2016,3110,0,1
25,03-2016,8434,0,1
23,03-2016,9237,0,1
22,03-2016,7254,0,2
21,03-2016,4380,0,1
19,03-2016,47210,0,2
13,03-2016,3097,0,1
11,03-2016,3779,0,1
9,03-2016,2702,0,1
7,03-2016,8454,0,1
5,03-2016,10996,0,1
3,03-2016,8577,0,2
29,02-2016,2091,0,1
28,02-2016,6135,0,1
27,02-2016,11330,0,1
26,02-2016,3469,0,1
25,02-2016,4633,0,1
24,02-2016,4090,0,1
23,02-2016,5103,0,1
20,02-2016,7815,0,2
19,02-2016,5712,0,1
17,02-2016,5092,0,2
16,02-2016,2183,0,1
15,02-2016,2767,0,1
14,02-2016,10393,0,4
13,02-2016,3306,0,1
11,02-2016,8118,0,3
10,02-2016,1836,0,1
9,02-2016,4274,0,1
8,02-2016,5612,0,1
7,02-2016,2924,0,1
5,02-2016,1533,0,1
4,02-2016,5591,0,3
3,02-2016,3769,0,2
31,01-2016,10702,0,1
30,01-2016,6505,0,1
29,01-2016,9261,0,2
28,01-2016,2504,0,1
27,01-2016,2280,0,2
26,01-2016,5361,0,1
25,01-2016,3604,0,2
24,01-2016,3194,0,1
23,01-2016,3342,0,1
21,01-2016,3614,0,1
15,01-2016,4324,0,3
14,01-2016,3209,0,1
13,01-2016,4095,0,1
11,01-2016,5563,0,1
6,01-2016,3732,0,1
5,01-2016,18325,0,3
2,01-2016,5852,0,1
31,12-2015,4894,0,1
28,12-2015,1944,0,1
27,12-2015,2772,0,1
25,12-2015,3559,0,1
21,12-2015,2681,0,1
19,12-2015,1747,0,1
14,12-2015,3195,0,1
4,12-2015,9557,0,2
1,12-2015,4275,0,1
17,11-2015,4553,0,1
16,11-2015,2426,0,1
15,11-2015,7938,0,1
13,11-2015,18388,0,4
11,11-2015,6381,0,1
7,11-2015,10868,0,2
6,11-2015,6791,1,2
5,11-2015,2898,0,2
4,11-2015,20980,0,7
3,11-2015,2400,0,1
2,11-2015,5111,0,2
1,11-2015,2639,0,1
31,10-2015,6014,0,2
27,10-2015,11532,0,5
20,10-2015,7873,0,2
19,10-2015,4059,0,2
18,10-2015,1574,0,1
15,10-2015,8270,0,4
14,10-2015,3371,0,1
12,10-2015,4601,1,2
11,10-2015,5064,0,3
10,10-2015,4852,0,4
9,10-2015,2478,0,2
8,10-2015,5654,0,3
7,10-2015,3368,0,1
6,10-2015,6510,0,2
3,10-2015,13296,0,1
2,10-2015,4678,0,3
30,09-2015,974,0,1
29,09-2015,1596,0,1
28,09-2015,2639,0,1
24,09-2015,2794,0,1
20,09-2015,5680,0,3
17,09-2015,7043,0,2
14,09-2015,3855,0,2
12,09-2015,3961,1,2
11,09-2015,5239,0,1
6,09-2015,2467,0,1
5,09-2015,4003,0,1
1,09-2015,7288,0,2
31,08-2015,5852,0,1
29,08-2015,7218,0,2
28,08-2015,4160,0,1
23,08-2015,10467,0,3
15,08-2015,9125,0,3
14,08-2015,6208,0,1
9,08-2015,3552,0,1
31,07-2015,4672,0,1
28,07-2015,2554,0,1
27,07-2015,11530,0,2
26,07-2015,4245,0,1
18,07-2015,3032,0,1
17,07-2015,3289,0,1
16,07-2015,2554,0,1
13,07-2015,6450,0,3
12,07-2015,5444,0,2
11,07-2015,1458,0,1
10,07-2015,2578,0,1
8,07-2015,8770,0,1
7,07-2015,11120,0,2
6,07-2015,955,0,1
3,07-2015,802,0,1
2,07-2015,9696,0,1
1,07-2015,1277,0,1
25,06-2015,1239,0,1
21,06-2015,4031,0,1
15,06-2015,4167,0,2
12,06-2015,934,0,1
10,06-2015,2113,0,1
4,06-2015,3450,0,1
3,06-2015,2722,0,1
31,05-2015,2670,0,1
28,05-2015,3252,0,1
25,05-2015,6640,0,2
20,05-2015,4147,0,1
10,05-2015,4242,0,1
7,05-2015,2227,0,1
3,05-2015,2155,0,1
1,05-2015,1610,0,1
30,04-2015,1920,0,1
28,04-2015,2080,0,1
27,04-2015,4588,0,2
26,04-2015,1949,0,1
24,04-2015,8893,0,5
20,04-2015,4114,0,2
16,04-2015,1781,0,1
15,04-2015,2610,0,1
14,04-2015,3941,0,2
13,04-2015,4417,0,2
11,04-2015,8783,0,2
10,04-2015,3799,0,3
30,03-2015,3061,0,1
29,03-2015,10696,0,3
28,03-2015,5361,0,2
26,03-2015,10549,0,3
24,03-2015,8966,0,4
21,03-2015,4309,0,1
20,03-2015,1397,0,1
19,03-2015,6686,0,3
18,03-2015,6431,0,2
11,03-2015,3717,0,1
8,03-2015,2237,0,1
7,03-2015,1154,0,1
4,03-2015,2742,0,3
3,03-2015,3993,0,1
27,02-2015,788,0,1
26,02-2015,936,0,1
23,02-2015,2096,1,1
22,02-2015,20184,0,2
20,02-2015,2545,0,2
16,02-2015,3625,0,3
15,02-2015,15118,0,2
13,02-2015,878,0,1
11,02-2015,851,0,1
9,02-2015,1518,0,2
7,02-2015,0,2,0
4,02-2015,2011,0,2
1,02-2015,1506,0,1
26,01-2015,3243,0,2
24,01-2015,968,0,1
15,01-2015,2194,0,2
1,01-2015,2899,0,1
30,12-2014,8031,0,1
28,12-2014,2892,0,3
25,12-2014,4681,0,2
24,12-2014,3117,0,2
21,12-2014,1213,0,1
20,12-2014,1291,0,1
13,12-2014,2082,0,1
9,12-2014,1681,0,2
8,12-2014,1818,0,1
3,12-2014,3351,0,1
28,11-2014,7646,0,1
27,11-2014,3569,0,1
26,11-2014,3985,0,2
20,11-2014,1349,0,1
19,11-2014,733,0,1
17,11-2014,1822,0,2
16,11-2014,5474,0,2
12,11-2014,1363,0,1
9,11-2014,2240,0,2
8,11-2014,989,0,1
7,11-2014,1736,0,2
6,11-2014,523,0,1
5,11-2014,8908,0,8
4,11-2014,588,0,1
3,11-2014,488,0,1
2,11-2014,806,0,2
1,11-2014,370,0,1
31,10-2014,789,0,2
30,10-2014,1201,0,1
29,10-2014,460,0,1
26,10-2014,644,0,1
23,10-2014,1722,0,1
22,10-2014,1598,0,1
21,10-2014,1212,0,2
17,10-2014,1173,0,1
16,10-2014,3844,1,2
15,10-2014,1875,0,2
14,10-2014,957,0,1
13,10-2014,1379,0,2
10,10-2014,2840,0,3
9,10-2014,2007,0,4
8,10-2014,1200,0,1
5,10-2014,5201,0,2
2,10-2014,1153,0,1
1,10-2014,1044,0,1
25,09-2014,1101,0,2
24,09-2014,2876,1,2
20,09-2014,1180,0,1
15,09-2014,644,0,1
12,09-2014,1006,0,1
7,09-2014,731,0,1
5,09-2014,1060,0,1
3,09-2014,916,0,1
2,09-2014,1563,0,1
30,08-2014,828,0,1
29,08-2014,1984,0,1
27,08-2014,456,0,3
22,08-2014,2774,0,2
20,08-2014,1569,0,2
8,08-2014,1332,0,1
4,07-2014,1426,0,1
24,04-2014,5275,0,1
17,01-2014,1212,0,1
14,01-2014,2400,0,2
1,01-2014,2817,0,2
31,12-2013,2566,0,2
25,12-2013,1364,0,1
6,12-2013,2768,0,2
28,11-2013,1384,0,1
13,11-2013,18326,0,2
14,08-2013,2383,0,2
7,02-2013,539,0,1
3,02-2013,1788,0,2
25,12-2012,9800,0,3
4,10-2012,935,0,1
3,10-2012,140,0,1
27,09-2012,1317,0,3
23,09-2012,3544,0,1
20,09-2012,106,0,1
19,09-2012,2531,0,2
10,09-2012,1074,0,2
22,08-2012,1491,0,2
20,08-2012,650,0,1
18,08-2012,2112,0,5
16,08-2012,67,0,1
15,08-2012,815,0,2
14,08-2012,54,0,1
12,08-2012,1126,0,3
11,08-2012,41,0,1
9,08-2012,49,0,1
8,08-2012,676,0,5
7,08-2012,489,0,3
4,08-2012,477,0,1
3,08-2012,427,0,1
2,08-2012,426,0,3
30,07-2012,588,0,1
19,07-2012,57,0,1
18,07-2012,660,0,2
14,07-2012,641,0,2
12,07-2012,317,0,1
11,07-2012,39,0,1
10,07-2012,133,0,2
9,07-2012,427,0,3
8,07-2012,1007,0,8
